site,MBFC factual,Site Rank,Year online,Name,Media Bias/Fact Check URL,Wikipedia,MBFC,Unnamed: 8,ID,URL,iffy,http,✓,volume
researchantisemitism.ca,low,20000000,2017.0,Center for Research of Radicalism and National Security,https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/,,FN,,1622,http://researchantisemitism.ca/,1.0,200,↗,0
responsibletechnology.org,mixed,386678,,Institute for Responsible Technology,https://mediabiasfactcheck.com/institute-for-responsible-technology/,,CP,,811,https://responsibletechnology.org/,,200,↗,2
returnofkings.com,low,27269,2012.0,Return of Kings,https://mediabiasfactcheck.com/return-of-kings/,,FN,,812,https://www.returnofkings.com/,1.0,200,↗,18
returntonow.net,low,73190,2019.0,Return to Now,https://mediabiasfactcheck.com/return-to-now/,,CP,20.0,2370,https://returntonow.net/,1.0,200,↗,0
revolutionradio.org,low,2550078,2003.0,Revolution Radio,https://mediabiasfactcheck.com/revolution-radio/,,CP,,1533,http://revolutionradio.org/,1.0,200,↗,11
revolver.news,mixed,31224,2020.0,Revolver.News,https://mediabiasfactcheck.com/revolver-news/,,FN,39.5,4930,https://www.revolver.news/,,200,↗,3694
rickwells.us,mixed,348483,2014.0,Constitution Rising,https://mediabiasfactcheck.com/constitution-rising/,,FN,,818,https://rickwells.us/,,0,↗,1
righterway.com,low,20000000,2017.0,Righter Way,https://mediabiasfactcheck.com/righter-way/,,FN,,2696,https://righterway.com/,1.0,200,↗,0
rightsmarts.com,mixed,4231707,2016.0,Right Smarts,https://mediabiasfactcheck.com/right-smarts/,,FN,,1801,https://rightsmarts.com/,,200,↗,0
rightwing.news,low,2311878,2018.0,Right Wing News (rightwing.news),https://mediabiasfactcheck.com/right-wing-news-rightwing-news/,,FN,32.5,2494,https://rightwing.news/,1.0,200,↗,71
rightwingnews.com,low,385679,2000.0,Right Side News,https://mediabiasfactcheck.com/right-wing-news/,,FN,32.5,820,https://rightwingnews.com/,1.0,200,↗,1
rightwingtribune.com,low,320218,2015.0,Right Wing Tribune,https://mediabiasfactcheck.com/right-wing-tribune/,,FN,40.0,1358,https://rightwingtribune.com/,1.0,200,↗,12
rinf.com,low,1537065,2003.0,RINF,https://mediabiasfactcheck.com/rinf/,https://en.wikipedia.org/wiki/RINF,FN,,823,http://rinf.com/,1.0,301,↗,0
riverregiontimes.com,mixed,20000000,2019.0,River Region Times,https://mediabiasfactcheck.com/river-region-times/,,FN,32.0,4947,https://riverregiontimes.com/,,200,↗,0
rodong.rep.kp,mixed,73293,,Rodong Sinmun (North Korea),https://mediabiasfactcheck.com/rodong-sinmun-north-korea/,,FN,,1804,http://rodong.rep.kp/,,302,↗,60
rt.com,very-low,294,1991.0,RT News,https://mediabiasfactcheck.com/rt-news/,https://en.wikipedia.org/wiki/RT_(TV_network),FN,32.5,1161,https://www.rt.com/,1.0,200,↗,159672
rudaw.net,mixed,4448,2019.0,Rudaw,https://mediabiasfactcheck.com/rudaw/,,FN,,4883,https://rudaw.net/,,200,↗,0
ruptly.tv,mixed,52641,2012.0,Ruptly,https://mediabiasfactcheck.com/ruptly/,,FN,25.0,830,https://ruptly.tv/,,302,↗,116
rushlimbaugh.com,very-low,31084,1995.0,The Rush Limbaugh Show,https://mediabiasfactcheck.com/rushlimbaugh-com/,https://en.wikipedia.org/wiki/The_Rush_Limbaugh_Show,FN,12.5,2473,https://www.rushlimbaugh.com/,1.0,200,↗,299
russia-insider.com,low,22909,2014.0,Russia Insider,https://mediabiasfactcheck.com/russia-insider/,https://en.wikipedia.org/wiki/Russia_Insider,FN,,831,https://russia-insider.com/,1.0,301,↗,130
ruthinstitute.org,mixed,2516823,2015.0,Ruth Institute,https://mediabiasfactcheck.com/ruth-institute/,,FN,,1805,http://www.ruthinstitute.org/,,200,↗,6
sanevax.org,low,1527914,,SaneVax,https://mediabiasfactcheck.com/sanevax/,,CP,,1534,https://sanevax.org/,1.0,200,↗,64
savethemales.ca,low,857663,2001.0,Henry Makow (savethemales.ca),https://mediabiasfactcheck.com/henry-makow-savethemales-ca/,,CP,,1476,https://www.savethemales.ca/,1.0,200,↗,5
science.news,very-low,2584116,2017.0,Science.News,https://mediabiasfactcheck.com/science-news-2/,,CP,5.0,4833,https://science.news/,1.0,200,↗,4474
sciencetimes.com,mixed,67073,2000.0,The Science Times,https://mediabiasfactcheck.com/the-science-times/,,FN,70.0,4746,https://www.sciencetimes.com/,,200,↗,525
sciencevibe.com,mixed,270173,2014.0,Science Vibe,https://mediabiasfactcheck.com/science-vibe/,,CP,,1536,https://sciencevibe.com/,,200,↗,0
secondamendmentdaily.com,low,402550,2017.0,2nd Amendment Daily News,https://mediabiasfactcheck.com/2nd-amendment-daily-news/,,FN,0.0,2371,https://www.secondamendmentdaily.com/,1.0,200,↗,50
secureamericanow.org,mixed,2069947,2010.0,Secure America Now,https://mediabiasfactcheck.com/secure-america-now/,,FN,,4884,https://www.secureamericanow.org/,,200,↗,3
sgtreport.com,low,81343,2010.0,SGT Report,https://mediabiasfactcheck.com/sgt-report/,,CP,,1539,https://www.sgtreport.com/,1.0,200,↗,87
sheepkillers.com,low,20000000,2008.0,Sheep Killers,https://mediabiasfactcheck.com/sheep-killers/,,CP,,840,http://sheepkillers.com/,1.0,200,↗,0
shoalstoday.com,mixed,5741535,2019.0,Shoals Today,https://mediabiasfactcheck.com/shoals-today/,,FN,32.0,4948,https://shoalstoday.com/,,200,↗,0
shoebat.com,low,234007,2004.0,Shoebat,https://mediabiasfactcheck.com/shoebat/,https://en.wikipedia.org/wiki/Walid_Shoebat,CP,,841,http://shoebat.com/,1.0,200,↗,204
shtfplan.com,mixed,71239,,SHTFplan.com,https://mediabiasfactcheck.com/shtfplan-com/,,FN,,1808,https://www.shtfplan.com/,,200,↗,42
sickchirpse.com,very-low,184898,2010.0,Sick Chirpse,https://mediabiasfactcheck.com/sick-chirpse/,,FN,15.0,2372,https://sickchirpse.com/,1.0,200,↗,94
skeptiko.com,very-low,574910,,Skeptiko,https://mediabiasfactcheck.com/skeptiko/,,CP,,848,https://skeptiko.com/,1.0,200,↗,6
smobserved.com,low,974694,2011.0,Santa Monica Observer,https://mediabiasfactcheck.com/santa-monica-observer/,,FN,12.5,2373,https://www.smobserved.com/,1.0,200,↗,24
sohu.com,mixed,7,1998.0,"Sohu,com",https://mediabiasfactcheck.com/sohu-com/,,FN,,4926,https://www.sohu.com/,,200,↗,331
sonsof1776.com,low,1031627,2018.0,Sons of 1776,https://mediabiasfactcheck.com/sons-of-1776/,,FN,,2374,https://sonsof1776.com/,1.0,200,↗,71
sott.net,mixed,24484,2004.0,Signs of the Times (SOTT),https://mediabiasfactcheck.com/signs-of-the-times-sott/,,CP,17.5,1537,https://www.sott.net/,,200,↗,0
southafricatoday.net,mixed,151504,2014.0,South Africa Today,https://mediabiasfactcheck.com/south-africa-today/,,FN,,1810,https://southafricatoday.net/,,200,↗,0
southfront.org,low,37014,2015.0,South Front,https://mediabiasfactcheck.com/south-front/,,CP,,1541,https://southfront.org/,1.0,200,↗,2
space.news,mixed,4584279,,Space.News,https://mediabiasfactcheck.com/space-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,1542,https://space.news/,,200,↗,1064
sputniknews.com,very-low,630,2011.0,Sputnik,https://mediabiasfactcheck.com/sputnik-news/,https://en.wikipedia.org/wiki/Sputnik_(news_agency),FN,12.5,862,https://sputniknews.com/,1.0,200,↗,76761
squawker.org,low,4140731,2017.0,Squawker,https://mediabiasfactcheck.com/squawker/,,FN,,1815,https://squawker.org/,1.0,200,↗,0
staresattheworld.com,low,2208490,2009.0,Stares at the World,https://mediabiasfactcheck.com/stares-at-the-world/,,FN,,1816,https://www.staresattheworld.com/,1.0,200,↗,0
stateofthenation2012.com,low,108514,,State of the Nation 2012,https://mediabiasfactcheck.com/state-of-the-union-2012/,,FN,,1818,http://stateofthenation2012.com/,1.0,200,↗,42
steadfastandloyal.com,low,318774,2017.0,Steadfast and Loyal,https://mediabiasfactcheck.com/steadfast-and-loyal/,,FN,,1819,https://steadfastandloyal.com/,1.0,200,↗,2
stfnreport.com,mixed,20000000,,Stranger than Fiction News,https://mediabiasfactcheck.com/stranger-than-fiction-news/,,FN,,2678,http://stfnreport.com/,,200,↗,0
stillnessinthestorm.com,low,84068,2015.0,Stillness in the Storm,https://mediabiasfactcheck.com/stillness-in-the-storm/,,CP,,865,https://stillnessinthestorm.com/,1.0,200,↗,484
stonecoldtruth.com,low,375390,2015.0,Stone Cold Truth,https://mediabiasfactcheck.com/stone-cold-truth/,,FN,,1820,https://stonecoldtruth.com/,1.0,200,↗,721
stormcloudsgathering.com,low,1295672,2012.0,Storm Clouds Gathering,https://mediabiasfactcheck.com/storm-clouds-gathering/,,CP,,867,http://stormcloudsgathering.com/,1.0,200,↗,1
stormfront.org,low,53395,1995.0,Stormfront,https://mediabiasfactcheck.com/stormfront/,https://en.wikipedia.org/wiki/Stormfront_(website),CP,,1544,https://www.stormfront.org/,1.0,301,↗,0
strategic-culture.org,very-low,138978,,Strategic Culture Foundation,https://mediabiasfactcheck.com/strategic-culture-foundation/,,FN,,2375,https://www.strategic-culture.org/,1.0,200,↗,31
stream.org,mixed,112819,,The Stream,https://mediabiasfactcheck.com/the-stream/,,CP,57.0,1558,https://stream.org/,,200,↗,1288
subjectpolitics.com,low,1373482,2012.0,Subject Politics,https://mediabiasfactcheck.com/subject-politics/,,FN,,869,https://subjectpolitics.com/,1.0,200,↗,0
summit.news,low,50818,,Summit News,https://mediabiasfactcheck.com/summit-news/,,FN,7.5,2544,https://summit.news/,1.0,200,↗,12090
supplementreference.com,very-low,5487696,2006.0,SupplementReference.com,https://mediabiasfactcheck.com/supplementreference-com/,,CP,,4834,https://supplementreference.com/,1.0,200,↗,0
survivalblog.com,low,133874,2005.0,SurvivalBlog.com,https://mediabiasfactcheck.com/survivalblog-com/,https://en.wikipedia.org/wiki/James_Wesley_Rawles,FN,,2376,https://survivalblog.com/,1.0,200,↗,46
sustainablepulse.com,low,585841,2012.0,Sustainable Pulse,https://mediabiasfactcheck.com/sustainable-pulse/,,CP,,1545,https://sustainablepulse.com/,1.0,200,↗,71
swampdrain.com,low,1175192,2016.0,SwampDrain.com,https://mediabiasfactcheck.com/swampdrain-com/,,FN,,2377,https://swampdrain.com/,1.0,200,↗,25
swarajyamag.com,low,18044,2014.0,Swarajya,https://mediabiasfactcheck.com/swarajya/,https://en.wikipedia.org/wiki/Swarajya_(magazine),FN,,2378,https://swarajyamag.com/,1.0,200,↗,41042
swprs.org,mixed,20000000,,Swiss Policy Research,https://mediabiasfactcheck.com/swiss-policy-research/,,CP,17.5,2707,https://swprs.org/,,200,↗,714
syrianews.cc,low,878865,,Syria News,https://mediabiasfactcheck.com/http://mediabiasfactcheck.com/syria-news/,,FN,,1826,https://www.syrianews.cc/,1.0,200,↗,230
takimag.com,low,70587,2007.0,Taki's Magazine,https://mediabiasfactcheck.com/takis-magazine/,https://en.wikipedia.org/wiki/Taki%27s_Magazine,FN,,1827,https://www.takimag.com/,1.0,200,↗,681
talknetwork.com,very-low,20000000,,TalkNetwork.com,https://mediabiasfactcheck.com/talknetwork-com/,,CP,5.0,4835,https://talknetwork.com/,1.0,200,↗,0
tasnimnews.com,mixed,1458,2012.0,Tasnim News Agency,https://mediabiasfactcheck.com/tasnim-news-agency/,,FN,,4885,https://www.tasnimnews.com/,,200,↗,1139
tass.com,mixed,23577,1993.0,TASS Russian News Agency,https://mediabiasfactcheck.com/russian-news-agency-tass/,,FN,20.0,2519,https://tass.com/,,200,↗,1870
tbdailynews.com,mixed,141718,2018.0,TB Daily News,https://mediabiasfactcheck.com/tb-daily-news/,,FN,,4933,https://tbdailynews.com/,,200,↗,24
teaparty.org,low,69876,2004.0,Tea Party Inc.,https://mediabiasfactcheck.com/tea-party-inc/,,FN,12.5,879,https://www.teaparty.org/,1.0,200,↗,99
teapartypatriots.org,mixed,834488,,Tea Party Patriots,https://mediabiasfactcheck.com/tea-party-patriots/,,FN,,4886,https://www.teapartypatriots.org/,,200,↗,2235
technocracy.news,very-low,163980,,Technocracy News,https://mediabiasfactcheck.com/technocracy-news/,,CP,20.0,2725,https://www.technocracy.news/,1.0,200,↗,2501
tehrantimes.com,mixed,40821,1998.0,The Tehran Times,https://mediabiasfactcheck.com/tehran-times/,,FN,,4890,https://www.tehrantimes.com/,,200,↗,491
tfp.org,low,535195,1997.0,"American Society for the Defense of Tradition, Family, and Property",https://mediabiasfactcheck.com/american-society-defense-tradition-family-property/,"https://en.wikipedia.org/wiki/American_Society_for_the_Defense_of_Tradition,_Family_and_Property",FN,,1598,https://www.tfp.org/,1.0,200,↗,103
theamericanmirror.com,low,41184,2014.0,The American Mirror,https://mediabiasfactcheck.com/the-american-mirror/,,FN,22.0,890,https://www.theamericanmirror.com/,1.0,200,↗,5
theantimedia.com,mixed,556119,,The Anti-Media,https://mediabiasfactcheck.com/the-anti-media/,,CP,20.0,2423,https://theantimedia.com/,,200,↗,4
thebeardedpatriot.com,low,690029,2013.0,The Bearded Patriot,https://mediabiasfactcheck.com/the-bearded-patriot/,,FN,,2379,https://thebeardedpatriot.com/,1.0,200,↗,66
thebeltwayreport.com,mixed,412614,2018.0,The Beltway Report,https://mediabiasfactcheck.com/the-beltway-report/,,FN,7.5,4916,https://thebeltwayreport.com/,,200,↗,0
thecommonsenseshow.com,very-low,86879,2012.0,The Common Sense Show,https://mediabiasfactcheck.com/the-common-sense-show/,,CP,,897,https://thecommonsenseshow.com/,1.0,200,↗,172
theconservativebrief.com,mixed,470471,2018.0,The Conservative Brief,https://mediabiasfactcheck.com/the-conservative-brief/,,FN,,4887,https://www.theconservativebrief.com/,,200,↗,45
theconservativetreehouse.com,low,20132,,The Last Refuge,https://mediabiasfactcheck.com/the-last-refuge/,,FN,17.5,898,https://theconservativetreehouse.com/,1.0,200,↗,5081
thedailybell.com,low,552145,2008.0,The Daily Bell,https://mediabiasfactcheck.com/the-daily-bell/,,FN,,1834,https://www.thedailybell.com/,1.0,200,↗,11
thedailyconspiracy.com,low,561490,2017.0,The Daily Conspiracy,https://mediabiasfactcheck.com/the-daily-conspiracy/,,CP,,1550,https://thedailyconspiracy.com/,1.0,200,↗,0
thedailysheeple.com,low,106904,,The Daily Sheeple,https://mediabiasfactcheck.com/the-daily-sheeple/,,CP,,903,https://www.thedailysheeple.com/,1.0,200,↗,1
theduran.com,low,52229,2016.0,The Duran,https://mediabiasfactcheck.com/the-duran/,,FN,7.5,906,https://theduran.com/,1.0,200,↗,290
thefederalistpapers.org,low,138049,,The Federalist Papers Project,https://mediabiasfactcheck.com/the-federalist-papers-project/,,FN,34.5,913,https://thefederalistpapers.org/,1.0,200,↗,7
theforbiddenknowledge.com,low,4664670,1999.0,The Forbidden Knowledge,https://mediabiasfactcheck.com/the-forbidden-knowledge/,,CP,,916,https://www.theforbiddenknowledge.com/,1.0,200,↗,0
thefreedomtimes.com,low,1178635,2018.0,The Freedom Times,https://mediabiasfactcheck.com/the-freedom-times/,,FN,,4691,https://www.thefreedomtimes.com/,1.0,200,↗,258
thefreethoughtproject.com,low,37928,,Free Thought Project,https://mediabiasfactcheck.com/free-thought-project/,,CP,17.5,918,https://thefreethoughtproject.com/,1.0,200,↗,813
thegatewaypundit.com,low,7661,,The Gateway Pundit,https://mediabiasfactcheck.com/the-gateway-pundit/,https://en.wikipedia.org/wiki/The_Gateway_Pundit,FN,0.0,919,https://www.thegatewaypundit.com/,1.0,200,↗,55799
thegoldwater.com,low,357615,2016.0,The Goldwater,https://mediabiasfactcheck.com/the-goldwater/,,FN,7.5,1840,http://thegoldwater.com/,1.0,200,↗,12
theheartysoul.com,mixed,55938,2015.0,The Hearty Soul,https://mediabiasfactcheck.com/the-hearty-soul/,,CP,57.0,1554,https://theheartysoul.com/,,200,↗,152
thehighwire.com,low,331493,,The Highwire,https://mediabiasfactcheck.com/the-highwire/,,CP,17.5,2687,https://thehighwire.com/,1.0,200,↗,2331
thehornnews.com,low,78597,2015.0,The Horn,https://mediabiasfactcheck.com/the-horn-news/,,FN,12.5,1841,https://thehornnews.com/,1.0,200,↗,125
thelaughclub.net,low,719565,2019.0,The Laugh Club,https://mediabiasfactcheck.com/the-laugh-club/,,FN,,2381,https://www.thelaughclub.net/,1.0,200,↗,0
thelibertybeacon.com,low,481121,,The Liberty Beacon,https://mediabiasfactcheck.com/the-liberty-beacon/,,CP,,931,https://www.thelibertybeacon.com/,1.0,200,↗,458
thelibertydaily.com,mixed,28147,2014.0,The Liberty Daily,https://mediabiasfactcheck.com/the-liberty-daily/,,FN,,4901,https://thelibertydaily.com/,,200,↗,14
thelibertyeagle.com,mixed,703566,2014.0,The Liberty Eagle,https://mediabiasfactcheck.com/the-liberty-eagle/,,FN,44.5,1843,https://www.thelibertyeagle.com/,,200,↗,0
themillenniumreport.com,low,141466,2014.0,The Millennium Report,https://mediabiasfactcheck.com/the-millennium-report/,,FN,,1844,http://themillenniumreport.com/,1.0,200,↗,187
themindunleashed.com,low,55312,2013.0,The Mind Unleashed,https://mediabiasfactcheck.com/the-mind-unleashed/,,CP,17.5,936,https://themindunleashed.com/,1.0,406,↗,130
thenational.ae,mixed,12882,,The National (UAE),https://mediabiasfactcheck.com/the-national-uae/,,FN,,4889,https://www.thenational.ae/,,302,↗,54
thenationalpatriot.com,low,5285941,,The National Patriot,https://mediabiasfactcheck.com/the-national-patriot/,,FN,,1845,https://www.thenationalpatriot.com/,1.0,200,↗,12
thenationalpulse.com,mixed,5208990,2016.0,The National Pulse,https://mediabiasfactcheck.com/the-national-pulse/,,FN,57.0,1846,https://thenationalpulse.com/,,200,↗,140
thepoliticalbrief.com,very-low,3643401,,ThePoliticalBrief.com,https://mediabiasfactcheck.com/thepoliticalbrief-com/,,FN,,2382,https://thepoliticalbrief.com/,1.0,200,↗,0
thepoliticalinsider.com,mixed,54712,,Political Insider,https://mediabiasfactcheck.com/political-insider/,,FN,59.5,952,https://thepoliticalinsider.com/,,200,↗,1160
theproudliberal.org,mixed,19229418,2016.0,The Proud Liberal,https://mediabiasfactcheck.com/the-proud-liberal/,,FN,,1853,http://theproudliberal.org/,,200,↗,0
thepublicdiscourse.com,low,231465,,Witherspoon Institute,https://mediabiasfactcheck.com/witherspoon-institute/,https://en.wikipedia.org/wiki/Witherspoon_Institute,FN,,1909,https://www.thepublicdiscourse.com/,1.0,200,↗,443
thereligionofpeace.com,low,208662,2002.0,The Religion of Peace,https://mediabiasfactcheck.com/the-religion-of-peace/,,FN,,1854,https://thereligionofpeace.com/,1.0,200,↗,185
therightstuff.biz,very-low,36434,2012.0,The Right Stuff,https://mediabiasfactcheck.com/the-right-stuff/,,FN,,963,https://therightstuff.biz/,1.0,503,↗,160
therundownlive.com,low,7394713,2013.0,The Rundown Live,https://mediabiasfactcheck.com/the-rundown-live/,,CP,,966,https://therundownlive.com/,1.0,200,↗,25
thespectator.info,very-low,1515768,2019.0,TheSpectator.info,https://mediabiasfactcheck.com/thespectator-info/,,FN,,2665,https://thespectator.info/,1.0,200,↗,693
thetrumpet.com,mixed,73966,1998.0,The Trumpet,https://mediabiasfactcheck.com/the-trumpet/,,CP,,1559,https://www.thetrumpet.com/,,200,↗,163
thetruthaboutcancer.com,low,48603,2011.0,The Truth about Cancer,https://mediabiasfactcheck.com/the-truth-about-cancer/,,CP,12.5,977,https://thetruthaboutcancer.com/,1.0,200,↗,442
thetruthseeker.co.uk,low,75766,2002.0,The Truth Seeker,https://mediabiasfactcheck.com/the-truth-seeker/,,CP,,979,http://thetruthseeker.co.uk/,1.0,200,↗,296
theunionjournal.com,low,92758,2019.0,The Union Journal,https://mediabiasfactcheck.com/the-union-journal/,,FN,,2384,https://theunionjournal.com/,1.0,200,↗,27
thewashingtonsentinel.com,mixed,126444,2019.0,The Washington Sentinel,https://mediabiasfactcheck.com/the-washington-sentinel/,,FN,32.0,4903,https://thewashingtonsentinel.com/,,200,↗,194
thewashingtonstandard.com,low,81447,2013.0,The Washington Standard,https://mediabiasfactcheck.com/the-washington-standard/,,FN,25.0,2615,https://thewashingtonstandard.com/,1.0,200,↗,431
thieme.de,mixed,36823,2017.0,Homeopathy Journal,https://mediabiasfactcheck.com/homeopathy-journal/,,CP,,2421,https://www.thieme.de/,,302,↗,58
thinkamericana.com,low,331448,2017.0,Think Americana,https://mediabiasfactcheck.com/think-americana/,,FN,,2386,https://thinkamericana.com/,1.0,200,↗,60
thinkinghumanity.com,low,121377,,Thinking Humanity,https://mediabiasfactcheck.com/thinking-humanity/,,CP,52.0,2530,https://www.thinkinghumanity.com/,1.0,200,↗,84
thinkingmomsrevolution.com,low,761315,,Thinking Mom's Revolution,https://mediabiasfactcheck.com/thinking-moms-revolution/,,CP,,1561,https://thinkingmomsrevolution.com/,1.0,200,↗,16
thoughtcrimeradio.net,low,3286305,2018.0,Thought Crime Radio,https://mediabiasfactcheck.com/thought-crime-radio/,,CP,,1562,http://thoughtcrimeradio.net/,1.0,200,↗,0
thrivemovement.com,low,372738,2009.0,Thrive Movement,https://mediabiasfactcheck.com/thrive-movement/,,CP,,1563,http://www.thrivemovement.com/,1.0,200,↗,45
torontotoday.net,low,315206,2018.0,Toronto Today,https://mediabiasfactcheck.com/toronto-today/,,FN,,4836,https://www.torontotoday.net/,1.0,200,↗,0
tplnews.com,mixed,9948039,2018.0,TPL News,https://mediabiasfactcheck.com/tpl-news/,,FN,,4905,https://tplnews.com/,,200,↗,9
tpusa.com,low,506498,2002.0,Turning Point USA,https://mediabiasfactcheck.com/turning-point-usa/,https://en.wikipedia.org/wiki/Turning_Point_USA,FN,,2388,https://www.tpusa.com/,1.0,200,↗,249
trendingpolitics.com,mixed,37652,2016.0,Trending Politics,https://mediabiasfactcheck.com/trending-politics/,,FN,44.5,4907,https://trendingpolitics.com/,,200,↗,13093
triggerreset.net,low,7474885,2018.0,Trigger Reset,https://mediabiasfactcheck.com/triggerreset/,,FN,,1864,https://triggerreset.net/,1.0,200,↗,0
trueactivist.com,low,178800,,Center for Immigration Studies,https://mediabiasfactcheck.com/true-activist/,,FN,52.0,1004,https://www.trueactivist.com/,1.0,200,↗,17
truepundit.com,low,22078,2016.0,True Pundit,https://mediabiasfactcheck.com/true-pundit/,,CP,0.0,1006,https://truepundit.com/,1.0,200,↗,26852
trueviralnews.com,low,1045548,2016.0,True Viral News,https://mediabiasfactcheck.com/true-viral-news/,,FN,,2389,https://trueviralnews.com/,1.0,200,↗,0
trump.news,low,2667495,,Trump.News,https://mediabiasfactcheck.com/trump-news/,https://en.wikipedia.org/wiki/Natural_News,FN,5.0,2390,https://trump.news/,1.0,200,↗,11083
trumptrainnews.com,mixed,137086,2016.0,Trump Train News,https://mediabiasfactcheck.com/trump-train-news/,,FN,39.5,4919,https://trumptrainnews.com/,,200,↗,319
trunews.com,low,224850,2003.0,TruNews,https://mediabiasfactcheck.com/trunews/,https://en.wikipedia.org/wiki/Rick_Wiles,CP,20.0,1564,https://www.trunews.com/,1.0,200,↗,563
truthandaction.org,low,455179,2013.0,Truth and Action,https://mediabiasfactcheck.com/truth-and-action/,,FN,,1010,http://www.truthandaction.org/,1.0,200,↗,14
truthinmedia.com,low,706903,,Truth in Media,https://mediabiasfactcheck.com/truth-in-media/,https://en.wikipedia.org/wiki/Ben_Swann,FN,,1870,https://truthinmedia.com/,1.0,200,↗,5
truthmonitor.com,low,8419364,2016.0,Truth Monitor,https://mediabiasfactcheck.com/truth-monitor/,,FN,,1871,https://truthmonitor.com/,1.0,200,↗,0
truththeory.com,mixed,55126,,Truth Theory,https://mediabiasfactcheck.com/truth-theory/,,CP,57.0,1567,https://truththeory.com/,,200,↗,1
truthuncensored.net,low,1891616,2018.0,Truth Uncensored,https://mediabiasfactcheck.com/truth-uncensored/,,FN,0.0,1872,https://truthuncensored.net/,1.0,200,↗,0
twisted.news,very-low,20000000,,Twisted News,https://mediabiasfactcheck.com/twisted-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,1568,https://twisted.news/,1.0,200,↗,51
ukcolumn.org,mixed,267164,,UK Column,https://mediabiasfactcheck.com/uk-column/,,CP,17.5,1570,https://www.ukcolumn.org/,,200,↗,473
unclesamsmisguidedchildren.com,low,242476,,Uncle Sam's Misguided Children,https://mediabiasfactcheck.com/uncle-sams-misguided-children/,,FN,,1021,https://unclesamsmisguidedchildren.com/,1.0,200,↗,25
understandingthethreat.com,low,1957091,,Understanding the threat,https://mediabiasfactcheck.com/understanding-the-threat/,,FN,,1874,https://www.understandingthethreat.com/,1.0,200,↗,0
uniteamericafirst.com,low,287133,2017.0,Unite America First,https://mediabiasfactcheck.com/unite-america-first/,,FN,,4776,https://uniteamericafirst.com/,1.0,200,↗,382
unz.com,low,29291,,The Unz Review,https://mediabiasfactcheck.com/the-unz-report/,https://en.wikipedia.org/wiki/Ron_Unz,FN,,1030,https://www.unz.com/,1.0,200,↗,1842
us24news.com,low,1016124,2018.0,24 News,https://mediabiasfactcheck.com/24-news/,,FN,,2391,https://us24news.com/,1.0,500,↗,0
usahitman.com,low,684861,2010.0,USA Hitman,https://mediabiasfactcheck.com/usa-hitman/,,CP,,1048,https://usahitman.com/,1.0,200,↗,116
usaisonline.com,very-low,20000000,2019.0,USA is Online,https://mediabiasfactcheck.com/usa-is-online/,,FN,,2392,https://usaisonline.com/,1.0,200,↗,0
usareally.com,very-low,1258926,2018.0,USA Really,https://mediabiasfactcheck.com/usa-really/,,FN,39.5,2394,https://usareally.com/,1.0,200,↗,6
usasupreme.com,very-low,9648203,2016.0,USA Supreme,https://mediabiasfactcheck.com/usa-supreme/,,FN,,1064,https://www.usasupreme.com/,1.0,200,↗,137
usawatchdog.com,low,145796,,USAWatchdog.com,https://mediabiasfactcheck.com/usawatchdog-com/,,CP,,1068,https://usawatchdog.com/,1.0,200,↗,219
usbacklash.org,very-low,5982172,,US Backlash,https://mediabiasfactcheck.com/us-backlash/,,FN,,2395,https://usbacklash.org/,1.0,200,↗,4
uschronicle.com,low,451052,,US Chronicle,https://mediabiasfactcheck.com/us-chronicle/,,FN,57.5,1070,https://uschronicle.com/,1.0,200,↗,5
uslibertywire.com,low,606948,2018.0,US Liberty Wire,https://mediabiasfactcheck.com/us-liberty-wire-bias-credibility-fake-news/,,FN,47.5,2397,https://uslibertywire.com/,1.0,200,↗,0
usnationalnews.org,mixed,3280060,2018.0,US National News,https://mediabiasfactcheck.com/us-national-news/,,FN,29.5,2498,http://usnationalnews.org/,,200,↗,0
vaccineimpact.com,low,162777,2014.0,Vaccine Impact,https://mediabiasfactcheck.com/vaccine-impact/,,CP,25.0,2680,https://vaccineimpact.com/,1.0,200,↗,1134
vaccines.news,very-low,718243,,Vaccine News,https://mediabiasfactcheck.com/vaccines-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,1573,https://vaccines.news/,1.0,200,↗,286
vaccinesrevealed.com,low,288363,2016.0,Vaccines Revealed,https://mediabiasfactcheck.com/vaccines-revealed/,,CP,,1574,https://www.vaccinesrevealed.com/,1.0,200,↗,22
vactruth.com,low,1191591,2009.0,VacTruth.com,https://mediabiasfactcheck.com/vactruth-com/,,CP,12.5,2398,https://vactruth.com/,1.0,200,↗,307
vaxxter.com,low,256533,2015.0,Vaxxter,https://mediabiasfactcheck.com/vaxxter/,,CP,22.5,1575,https://vaxxter.com/,1.0,200,↗,176
vdare.com,low,109719,1999.0,Vdare,https://mediabiasfactcheck.com/vdare/,https://en.wikipedia.org/wiki/VDARE,FN,,1088,https://vdare.com/,1.0,200,↗,1629
veteranstoday.com,very-low,36989,2004.0,Veterans Today,https://mediabiasfactcheck.com/veterans-today/,,CP,,1091,https://www.veteranstoday.com/,1.0,0,↗,3
